obj_id,scale
136ef91c95ca5c2d4b9a4e1a888c5f59,0.000860609405208379
16c6403551e81a3eeedfca8b846d3b01,0.0003454978868830949
1827454b8072d6a61fb05d58f51ec4fa,0.02478000894188881
1ee405020c96221ec3648f83bb1262ce,0.04741013050079346
23e2046a065ce27522877e5441bbb8bd,0.15029054880142212
380769bbf131125eafec9235550038aa,0.00028026162181049585
bdc9396925b85ece906e1300808d8411,0.027392268180847168
bf8fe181e230bb8f435b5a0263ddd2e2,0.0054952846840023994
caf969330183ff8f4e08ba22112c59b1,0.04352140426635742
d22cfab6479b8ec2741e88434245c899,0.00024225196102634072
dbd993a1e538ad05a465092f77585928,0.03508728742599487
df026976dc03197213ac44947b92716e,0.0013331640511751175
e0f22e1c6d90923a81fbe2a60fd5a955,0.06916776299476624
e79d6e1b224d3f6c80e27c8591384b40,0.01517486572265625
eae9b73011d43a8472547df788ccb748,0.0012068100040778518
fbc3702c344581fc5dca6305fb9f97ca,0.00034869133378379047
fbd39539ca4b2a124e23e9314af9ae57,0.055668048560619354
ffacfd96ecee72ba9aefc6fb585e9617,0.0011365760583430529
a2841256fc6fd90da518b93bb7233de6,0.006128535605967045
a4b6d042a793b56ad201085e80edb26a,0.0035660634748637676
a793d662d70db6b39774d2c749f8f717,0.007159912493079901
b6516a95a6eb83d3a1aca3e6a7fc7e40,0.0002814465551637113
42291af681d91a6493ceff0200cb9e84,0.0014875199412927032
49b886b4423ca29c18af33eada386f49,0.012705899775028229
54a51457d6dd2e1a3f7e27638e63d848,0.027933835983276367
5566f264a6fa08cd2a68e506fbd6eecf,0.0018618367612361908
56ac77092883c683eeff745b3f73bf77,0.0037427295465022326
581ad58ce8664d2d4ff0e6230d32c1e3,0.002960801823064685
6229c3883a77a702a0cd627c4ce0de5e,0.0046752518974244595
64931cef8097da781b42cc426459cc26,0.0013369414955377579
6732e4e03fe3bec473c7a06971d1b32f,0.0004888128023594618
679c9469f32e957d329e3597d8f4bd9a,0.027990739792585373
6bd3a97fa483fdf74aacbadccb7a240a,0.049601078033447266
6de63a5f1874884324f58288a11555cb,0.004200160503387451
8e08d0309eeaea3391837c6e444d6d63,0.04553645849227905
391e01226bccecab1d74bbc1a32c7aba,0.013281913474202156
59baa2f1fbb371beafde329224c7ac14,0.001374622923322022
980ea79e2dab7a595f4027209dc8065d,0.01573369838297367
df0dad9aa5876de3af81f84c1d08b8a2,0.00210750219412148
